id,name,brand,categories,available,stock,regular_price,sales_price,discount,tier_prices,measure,product_url,image_url
6639,SABONETE PHEBO LIMA DA PERSIA 90G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,137.0,6.99,5.99,14.0,"[{""minimum_quantity"": 1, ""price"": 5.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-lima-da-persia-90g-6639,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_barra_vegetal_lima_da_p_rsia_phebo_envolt_rio_90g_b7085381-8b9d-4db5-bfa8-40a6b1eb2bec.png
7947,SABONETE PHEBO LIMÃO SICILIANO 100G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,138.0,7.99,7.99,0.0,[],un,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-meditlsiciliano-100g-7947,https://phygital-files.mercafacil.com/good-bom/uploads/produto/sabonete_phebo_lim_o_siciliano_100g_e9206e5b-e1db-4826-9f99-e09ae82e945d.jpeg
6312,SABONETE PHEBO NATURELLE 90G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,154.0,6.99,5.99,14.0,"[{""minimum_quantity"": 1, ""price"": 5.99}]",un,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-naturelle-90g-6312,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_phebo_naturelle_90g_fb60d13e-69de-4747-aed9-61c284270c39.jpg
2828,SABONETE PHEBO NECTARINA DA ANDALUZIA 100G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,29.0,7.99,7.99,0.0,[],un,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-meditnectarina-da-andaluzia-100g-2828,https://phygital-files.mercafacil.com/good-bom/uploads/produto/sabonete_phebo_nectarina_da_andaluzia_100g_fa5a5dc6-2d8b-4d91-9e91-04f39fd08fbe.jpeg
559,SABONETE PHEBO ODOR ROSAS 90G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,194.0,6.99,5.99,14.0,"[{""minimum_quantity"": 1, ""price"": 5.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-odor-rosas-90g-559,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_vegetal_odor_de_rosas_phebo_caixa_90g_fdf95dfb-15cf-492d-abd9-9f3f6c406330.jpg
14060,SABONETE PHEBO RAIZ DO ORIENTE 90G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,126.0,6.99,5.99,14.0,"[{""minimum_quantity"": 1, ""price"": 5.99}]",un,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-raiz-do-oriente-90g-14060,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_vegetal_raiz_do_oriente_phebo_caixa_90g_77a91518-8f5c-4adf-9d83-33ccc5329dad.jpg
5962,SABONETE PHEBO TOQUE LAVANDA 90G,Phebo,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,117.0,6.99,5.99,14.0,"[{""minimum_quantity"": 1, ""price"": 5.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-toque-lavanda-90g-5962,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_vegetal_toque_de_lavanda_phebo_caixa_90g_29f472d0-8e57-483c-9c00-14ce6e13fa76.jpg
26188,SABONETE PHEBO VERBENA TROPICAL 100G,,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,32.0,7.99,7.99,0.0,[],un,https://www.goodbom.com.br/hortolandia/produto/m/sabonphebo-origens-verbana-trop100g-26188,https://phygital-files.mercafacil.com/good-bom/uploads/produto/sabonete_phebo_verbena_tropical_100g_a7daab0e-2793-46e8-843b-a2c85d5458d6.jpeg
13982,SABONETE PROTEX AVEIA 85G,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,131.0,4.99,3.4,32.0,[],,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-aveia-85g-13982,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_protex_aveia_85g_631313e1-ae4d-4e3b-a665-e0b5710f0cff.jpg
555,SABONETE PROTEX BALANCE SAUDAVEL 85G,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,7.0,4.99,3.4,32.0,[],,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-balance-saudavel-85g-555,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_protex_balance_85g_5cc8fc8d-1262-4278-b2f5-51e8bd04635d.jpg
